id,area,pagina,carpeta_origen,titulo,descripcion,tipo,archivo_origen,estado,prioridad,es_duplicado,duplicado_de
61,Dirección de Investigación,Menú / Navegación,5 - DIRECCION DE INVESTIGACION,"incorporar una tabla que permita identificar los proyectos vinculados con la RSU, considerando infor…","incorporar una tabla que permita identificar los proyectos vinculados con la RSU, considerando información relevante sobre el proyecto, sus investigadores, línea de investigación, aliados o beneficiarios, estado y producto generado. La tabla propuesta será la siguiente: N° Título del proyecto Investigador principal Coautores Línea de investigación Aliado / Beneficiario Producto 1 “Gestión de la Innovación con Tecnología Financiera en el Crecimiento de la Mypes de Calzado Peruanas” Dra. Olenka Ana Catherine Espinoza Rodríguez Marco Antonio Sevilla Gamarra Mirtha Zulema Armas Chang Luigi Ítalo Villena Zapata Emprendimiento, Gestión Empresarial y Pública, Finanzas, Tributación, Auditoría y Competitividad. Asociación APIAT Software Justificación: La modificación permitirá que la página web visibilice de manera específica la relación entre la investigación y la Responsabilidad Social Universitaria, mostrando aquellos proyectos que, además de generar conocimiento, se encuentran orientados a atender necesidades o problemáticas de la sociedad. Asimismo, la presentación de los proyectos mediante una tabla permitirá identificar de manera clara a los investigadores responsables, las líneas de investigación, los aliados o beneficiarios; y los productos derivados de la investigación. De esta manera, la Dirección de Investigación podrá evidenciar y comunicar el aporte de la actividad investigativa de la UPRIT al desarrollo social, económico y ambiental de su entorno. Nombre sugerido para la sección: INVESTIGACIÓN CON RESPONSABILIDAD SOCIAL UNIVERSITARIA Contenido introductorio sugerido: La Dirección de Investigación promueve proyectos que articulan la generación de conocimiento con la atención de necesidades y problemáticas de la sociedad, contribuyendo al desarrollo sostenible y al fortalecimiento de la Responsabilidad Social Universitaria. Creación de la sección “Columna del Investigador”",observación,5 - DIRECCION DE INVESTIGACION/OBSERVACIONES UPRIT - DIRECCIÓN DE INVESTIGACIÓN.docx,pendiente,media,False,
62,Dirección de Investigación,Menú / Navegación,5 - DIRECCION DE INVESTIGACION,En la página web de la Dirección de Investigación se identifica actualmente un apartado denominado “…,"En la página web de la Dirección de Investigación se identifica actualmente un apartado denominado “Últimas noticias”, el cual presenta información de carácter general. Se considera pertinente orientar este espacio hacia la difusión de contenidos académicos y de opinión elaborados por docentes e investigadores de la Universidad, con la finalidad de visibilizar sus aportes, reflexiones y perspectivas sobre temas relacionados con la investigación, la ciencia, la educación, la innovación y otras áreas de interés académico y social. Imagen referencial: Imagen 07. Apartado “Últimas noticias” ubicado en la página web de la Dirección de Investigación. | Solución propuesta: Modificar la denominación “Últimas noticias” por “Columna del Investigador”, destinando este espacio a la difusión de artículos de opinión, reflexiones y aportes académicos elaborados por docentes e investigadores de la Universidad. Se propone que la presentación de cada publicación siga el siguiente orden: Fotografía del investigador. Nombre completo y grado académico del investigador, ubicado debajo de la fotografía. Título del artículo de opinión, ubicado al costado derecho de la fotografía.",observación,5 - DIRECCION DE INVESTIGACION/OBSERVACIONES UPRIT - DIRECCIÓN DE INVESTIGACIÓN.docx,pendiente,media,False,
63,Dirección de Investigación,Menú / Navegación,5 - DIRECCION DE INVESTIGACION,Incorporar un botón o enlace de “Leer artículo” que redirija al contenido completo. Justificación: L…,"Incorporar un botón o enlace de “Leer artículo” que redirija al contenido completo. Justificación: La creación de la sección “Columna del Investigador” permitirá brindar mayor visibilidad a los docentes e investigadores de la Universidad, reconociendo y difundiendo sus aportes académicos y sus perspectivas sobre temas de interés científico, educativo y social. Asimismo, esta sección contribuirá a fortalecer la presencia de la Dirección de Investigación como un espacio de difusión del conocimiento y permitirá que la comunidad universitaria y el público externo puedan conocer las opiniones, reflexiones y aportes de los investigadores de la UPRIT. Contenido sugerido para la sección: COLUMNA DEL INVESTIGADOR Un espacio para compartir ideas, reflexiones y perspectivas de nuestros docentes e investigadores sobre ciencia, investigación, educación, innovación y temas de interés para la sociedad. [Fotografía del investigador] Dr. Marco Antonio Sevilla Gamarra Director de Investigación Título del artículo de opinión [Leer artículo →] Incorporación de la sección “Eventos y Noticias”",observación,5 - DIRECCION DE INVESTIGACION/OBSERVACIONES UPRIT - DIRECCIÓN DE INVESTIGACIÓN.docx,pendiente,media,False,
64,Dirección de Investigación,Investigación,5 - DIRECCION DE INVESTIGACION,En la nueva estructura de la página web de la Dirección de Investigación no se identifica un espacio…,"En la nueva estructura de la página web de la Dirección de Investigación no se identifica un espacio específico destinado a la difusión organizada de eventos, actividades y noticias relacionadas con investigación. Considerando que la Dirección de Investigación desarrolla y participa en diversas actividades académicas y científicas, se considera pertinente",observación,5 - DIRECCION DE INVESTIGACION/OBSERVACIONES UPRIT - DIRECCIÓN DE INVESTIGACIÓN.docx,pendiente,media,False,
65,Dirección de Investigación,Menú / Navegación,5 - DIRECCION DE INVESTIGACION,incorporar una sección que permita comunicar oportunamente a la comunidad universitaria y al público…,"incorporar una sección que permita comunicar oportunamente a la comunidad universitaria y al público externo información relacionada con capacitaciones, seminarios, talleres, congresos, conferencias, convocatorias, jornadas académicas, actividades de divulgación científica y otras iniciativas vinculadas con la investigación y la innovación. Asimismo, este espacio permitiría concentrar en un solo lugar información de carácter temporal y de interés inmediato, diferenciándola de los contenidos institucionales permanentes y de la sección “Columna del Investigador”. Imagen referencial: Imagen 08. Sección “Noticias y eventos” de la Pontificia Universidad Católica del Perú (PUCP), utilizada como referencia para la organización y presentación de actividades, eventos y contenidos de actualidad vinculados con el ámbito académico y científico. Solución propuesta:",observación,5 - DIRECCION DE INVESTIGACION/OBSERVACIONES UPRIT - DIRECCIÓN DE INVESTIGACIÓN.docx,pendiente,media,False,
66,Dirección de Investigación,Menú / Navegación,5 - DIRECCION DE INVESTIGACION,Incorporar en la página web de la Dirección de Investigación una sección denominada: “EVENTOS Y NOTI…,"Incorporar en la página web de la Dirección de Investigación una sección denominada: “EVENTOS Y NOTICIAS” Este espacio estará destinado a la difusión de actividades, eventos y novedades relacionadas con la investigación, innovación y producción científica de la Universidad. Se propone que las publicaciones puedan organizarse mediante tarjetas o bloques informativos que permitan identificar de manera rápida la naturaleza de cada actividad. Cada publicación podrá",observación,5 - DIRECCION DE INVESTIGACION/OBSERVACIONES UPRIT - DIRECCIÓN DE INVESTIGACIÓN.docx,pendiente,media,False,
67,Dirección de Investigación,Investigación,5 - DIRECCION DE INVESTIGACION,"incorporar, como mínimo, los siguientes elementos: Imagen representativa de la actividad. Categoría …","incorporar, como mínimo, los siguientes elementos: Imagen representativa de la actividad. Categoría o tipo de contenido, por ejemplo: Evento, Noticia, Capacitación, Convocatoria, Congreso, Seminario, Taller o Conferencia. Título de la actividad o noticia. Breve descripción del contenido. Fecha y hora de publicación, cuando corresponda. Lugar o modalidad de realización, indicando si es presencial o virtual. Botón o enlace de “Ver más”, “Más información” o denominación equivalente, que permita acceder al contenido completo o al enlace de inscripción. La sección podrá",observación,5 - DIRECCION DE INVESTIGACION/OBSERVACIONES UPRIT - DIRECCIÓN DE INVESTIGACIÓN.docx,pendiente,media,False,
68,Dirección de Investigación,Menú / Navegación,5 - DIRECCION DE INVESTIGACION,actualizarse periódicamente conforme se desarrollen nuevas actividades y acontecimientos vinculados …,"actualizarse periódicamente conforme se desarrollen nuevas actividades y acontecimientos vinculados con la investigación institucional. Justificación: La incorporación de la sección “Eventos y Noticias” permitirá fortalecer la difusión de las actividades académicas y científicas promovidas o vinculadas con la Dirección de Investigación, facilitando que docentes, estudiantes, investigadores y visitantes externos conozcan oportunamente las oportunidades de participación disponibles. Asimismo, este espacio contribuirá a mejorar la comunicación institucional, al concentrar en una sección específica información sobre capacitaciones, congresos, seminarios, talleres, conferencias, convocatorias y otras actividades relacionadas con investigación e innovación. De igual manera, permitirá mantener la página web actualizada y dinámica, mostrando no solo información institucional permanente, sino también las actividades que se desarrollan de manera continua en el ámbito de la investigación universitaria. Contenido sugerido para la sección: EVENTOS Y NOTICIAS Espacio destinado a difundir actividades, eventos y novedades relacionadas con la investigación, innovación y producción científica de la UPRIT. [Imagen del evento o noticia] EVENTO | CAPACITACIÓN Título de la actividad Breve descripción de la actividad o contenido de interés. Fecha: 20/08/2026 Modalidad: Presencial / Virtual Lugar: [Lugar de realización] [Ver más →] Ejemplos de contenidos que podrán difundirse: Capacitaciones y talleres de investigación. Seminarios y conferencias científicas. Congresos y encuentros académicos. Convocatorias para proyectos de investigación. Convocatorias para publicaciones científicas. Jornadas y actividades de divulgación científica. Presentaciones o difusión de resultados de investigación. Reconocimientos y logros vinculados con investigación. Otras actividades académicas y científicas de interés institucional. OBSERVACIONES DE LA PAGINA “CENTRO DE INVESTIGACIÓN” Actualización del título y contenido de presentación de los Centro de Investigación",observación,5 - DIRECCION DE INVESTIGACION/OBSERVACIONES UPRIT - DIRECCIÓN DE INVESTIGACIÓN.docx,pendiente,media,False,
69,Dirección de Investigación,Página principal / Home,5 - DIRECCION DE INVESTIGACION,"En el apartado correspondiente a “Centro de Investigación” de la página web institucional, se presen…","En el apartado correspondiente a “Centro de Investigación” de la página web institucional, se presenta actualmente el título “Soluciones innovadoras para el mundo real”, acompañado de un texto introductorio de carácter general. El contenido actual no permite reflejar de manera precisa la naturaleza y finalidad de los Centros de Investigación de la UPRIT, debido a que no destaca aspectos fundamentales como la investigación científica, la generación de conocimiento, la producción científica, la colaboración interdisciplinaria y la contribución de la investigación al desarrollo de la sociedad. Imagen referencial: Imagen 09. Título y texto introductorio actualmente presentados en el apartado “Centros de Investigación” de la página web institucional. Solución de la propuesta:",observación,5 - DIRECCION DE INVESTIGACION/OBSERVACIONES UPRIT - DIRECCIÓN DE INVESTIGACIÓN.docx,pendiente,media,False,
70,Dirección de Investigación,Menú / Navegación,5 - DIRECCION DE INVESTIGACION,Reemplazar el título “Soluciones innovadoras para el mundo real” por: Generando conocimiento para el…,"Reemplazar el título “Soluciones innovadoras para el mundo real” por: Generando conocimiento para el desarrollo left278130El Centro de Investigación de la UPRIT impulsa la investigación científica, la innovación y la colaboración interdisciplinaria para generar conocimiento de calidad, fortalecer la producción científica y desarrollar soluciones que contribuyan al progreso de la sociedad y al desarrollo sostenible. 00El Centro de Investigación de la UPRIT impulsa la investigación científica, la innovación y la colaboración interdisciplinaria para generar conocimiento de calidad, fortalecer la producción científica y desarrollar soluciones que contribuyan al progreso de la sociedad y al desarrollo sostenible. Asimismo,",observación,5 - DIRECCION DE INVESTIGACION/OBSERVACIONES UPRIT - DIRECCIÓN DE INVESTIGACIÓN.docx,pendiente,media,False,
71,Dirección de Investigación,Investigación,5 - DIRECCION DE INVESTIGACION,reemplazar el texto introductorio actual por el siguiente contenido: Justificación: La actualización…,"reemplazar el texto introductorio actual por el siguiente contenido: Justificación: La actualización del título y del contenido permitirá que el apartado de “Centro de Investigación” presente una descripción más acorde con la naturaleza académica y científica de estos espacios. Asimismo, el nuevo contenido permitirá destacar el papel del Centro de Investigación en la generación de conocimiento, el fortalecimiento de la producción científica, la investigación interdisciplinaria y la búsqueda de soluciones que contribuyan al desarrollo de la sociedad y a la sostenibilidad. De esta manera, la presentación del Centro de Investigación tendrá un enfoque institucional y académico más claro, permitiendo que docentes, estudiantes, investigadores y visitantes externos comprendan su finalidad y contribución dentro de la Universidad. Actualización de los principios del Centro de Investigación",observación,5 - DIRECCION DE INVESTIGACION/OBSERVACIONES UPRIT - DIRECCIÓN DE INVESTIGACIÓN.docx,pendiente,media,False,
72,Dirección de Investigación,Página principal / Home,5 - DIRECCION DE INVESTIGACION,"En el apartado correspondiente a “Centro de Investigación” de la página web institucional, se presen…","En el apartado correspondiente a “Centro de Investigación” de la página web institucional, se presenta actualmente un bloque denominado “Nuestros principios de investigación”, en el cual se muestran los siguientes contenidos: Integración de Saberes Impacto Real Mejora Continua Los contenidos actualmente presentados tienen un carácter general y no permiten identificar de manera suficiente los principios que orientan el desarrollo de las actividades de investigación en los Centros de Investigación de la UPRIT. En ese sentido, se considera pertinente",observación,5 - DIRECCION DE INVESTIGACION/OBSERVACIONES UPRIT - DIRECCIÓN DE INVESTIGACIÓN.docx,pendiente,media,False,
73,Dirección de Investigación,Investigación,5 - DIRECCION DE INVESTIGACION,reemplazar los principios actuales por un conjunto de principios que reflejen de manera más específi…,"reemplazar los principios actuales por un conjunto de principios que reflejen de manera más específica los fundamentos científicos, éticos, interdisciplinarios, sociales y de calidad que deben orientar la investigación desarrollada en los Centros de Investigación. Imagen referencial: Imagen 10. Apartado “Nuestros principios de investigación” de la sección “Centro de Investigación”, donde se visualizan actualmente los principios “Integración de Saberes”, “Impacto Real” y “Mejora Continua”. Solución propuesta:",observación,5 - DIRECCION DE INVESTIGACION/OBSERVACIONES UPRIT - DIRECCIÓN DE INVESTIGACIÓN.docx,pendiente,media,False,
74,Dirección de Investigación,Menú / Navegación,5 - DIRECCION DE INVESTIGACION,Reemplazar los principios actualmente presentados por los siguientes principios del Centro de Invest…,"Reemplazar los principios actualmente presentados por los siguientes principios del Centro de Investigación, incorporando cada uno con su respectiva descripción: Integridad Científica Promovemos una investigación fundamentada en la honestidad, la ética, la transparencia y el rigor metodológico, garantizando la confiabilidad y credibilidad de los resultados científicos. Innovación y Transferencia del Conocimiento Impulsamos la generación de conocimiento, el desarrollo de soluciones innovadoras y la transferencia de los resultados de investigación para contribuir al desarrollo científico, tecnológico y social. Interdisciplinariedad Fomentamos la integración de diversas disciplinas y el trabajo colaborativo para abordar problemas complejos desde una perspectiva integral y generar soluciones con mayor impacto. Responsabilidad Social Universitaria Orientamos la investigación hacia la atención de las necesidades de la sociedad, promoviendo proyectos que generen impacto social, ambiental y económico, en concordancia con los principios del desarrollo sostenible. Sostenibilidad Promovemos investigaciones que contribuyan al desarrollo sostenible mediante la generación de conocimiento orientado a la preservación del ambiente, el bienestar social y el crecimiento económico responsable. Acceso y Difusión del Conocimiento Promovemos la publicación, divulgación y transferencia del conocimiento científico, facilitando el acceso a los resultados de investigación para la comunidad académica, el sector productivo y la sociedad. Compromiso con la Calidad Impulsamos la mejora continua de los procesos de investigación mediante el cumplimiento de estándares nacionales e internacionales de calidad, fomentando la excelencia científica y la producción de conocimiento de alto impacto. Justificación: La actualización permitirá que los principios presentados",observación,5 - DIRECCION DE INVESTIGACION/OBSERVACIONES UPRIT - DIRECCIÓN DE INVESTIGACIÓN.docx,pendiente,media,False,
75,Dirección de Investigación,Menú / Navegación,5 - DIRECCION DE INVESTIGACION,en la sección “Centro de Investigación” guarden mayor correspondencia con la naturaleza y finalidad …,"en la sección “Centro de Investigación” guarden mayor correspondencia con la naturaleza y finalidad de estos espacios, resaltando aspectos fundamentales como la integridad científica, la innovación, la interdisciplinariedad, la responsabilidad social universitaria, la sostenibilidad, la difusión del conocimiento y el compromiso con la calidad. Asimismo, la incorporación de una descripción para cada principio permitirá que los usuarios de la página web comprendan de manera clara los valores y criterios que orientan la actividad investigativa desarrollada en el Centro de Investigación de la UPRIT. De esta manera, el contenido contribuirá a fortalecer la identidad institucional del Centro de Investigación y a comunicar de forma más precisa su compromiso con la generación y difusión de conocimiento científico de calidad. Incorporación de categorías de investigación presentes en la página web anterior",observación,5 - DIRECCION DE INVESTIGACION/OBSERVACIONES UPRIT - DIRECCIÓN DE INVESTIGACIÓN.docx,pendiente,media,False,
76,Dirección de Investigación,Menú / Navegación,5 - DIRECCION DE INVESTIGACION,"En la nueva estructura de la página web institucional, dentro del menú “Investigación”, se observa u…","En la nueva estructura de la página web institucional, dentro del menú “Investigación”, se observa una reducción de las categorías y contenidos que anteriormente se encontraban disponibles en la página web institucional. Entre los contenidos que se encontraban en la página anterior y que actualmente no se visualizan en la nueva estructura se identifican categorías relacionadas con la difusión de la producción científica, publicaciones, vinculación y aspectos de ética en investigación. Considerando que estos contenidos forman parte de las actividades y servicios relacionados con la investigación institucional, se considera pertinente evaluar su incorporación en la nueva estructura del menú “Investigación”, manteniendo su accesibilidad para docentes, estudiantes, investigadores y usuarios externos. Imagen referencial: Imagen 11. Categorías y contenidos relacionados con investigación disponibles en la página web institucional anterior y que no se visualizan actualmente en la nueva estructura del menú “Investigación”.",observación,5 - DIRECCION DE INVESTIGACION/OBSERVACIONES UPRIT - DIRECCIÓN DE INVESTIGACIÓN.docx,pendiente,media,False,
77,Dirección de Investigación,Menú / Navegación,5 - DIRECCION DE INVESTIGACION,Incorporar dentro del menú “Investigación” de la nueva página web las categorías o contenidos relaci…,"Incorporar dentro del menú “Investigación” de la nueva página web las categorías o contenidos relacionados con investigación que se encontraban disponibles en la página web anterior, considerando, entre otros, los siguientes: Revista Científica UPRIT: Revista Científica UPRIT Un espacio para compartir conocimiento y promover la investigación científica La Revista Científica Gestión y Tecnología es una publicación académica orientada a la difusión de investigaciones originales, de revisión y ensayos científicos que contribuyen al desarrollo del conocimiento en diversas áreas. La revista promueve y fomenta el intercambio científico y la colaboración académica. A través de la publicación de investigaciones rigurosas y de calidad, la revista busca fortalecer la producción científica, visibilizar el conocimiento generado y contribuir al debate académico frente a los desafíos actuales de la sociedad. ¿Tienes una investigación que deseas",observación,5 - DIRECCION DE INVESTIGACION/OBSERVACIONES UPRIT - DIRECCIÓN DE INVESTIGACIÓN.docx,pendiente,media,False,
78,Dirección de Investigación,Investigación,5 - DIRECCION DE INVESTIGACION,"publicar? Invitamos a docentes, investigadores, estudiantes y autores nacionales e internacionales a…","publicar? Invitamos a docentes, investigadores, estudiantes y autores nacionales e internacionales a presentar sus manuscritos y participar del proceso de evaluación y publicación. Publica tu investigación. Comparte conocimiento. Contribuye a la ciencia. Contáctanos (link) (https://revista.uprit.edu.pe/index.php/revistagestionytecnologia/index) Vinculación con empresas, en reemplazo de la denominación “Servicios para empresas” (el contenido actual en la pagina web continuará al implementar a la nueva página) Repositorio de publicaciones Denuncias éticas en la investigación Estas categorías podrían",observación,5 - DIRECCION DE INVESTIGACION/OBSERVACIONES UPRIT - DIRECCIÓN DE INVESTIGACIÓN.docx,pendiente,media,False,
79,Dirección de Investigación,Menú / Navegación,5 - DIRECCION DE INVESTIGACION,"incorporarse como subapartados del menú “Investigación”, junto con las secciones correspondientes a …","incorporarse como subapartados del menú “Investigación”, junto con las secciones correspondientes a Dirección de Investigación, Centros de Investigación y demás componentes relacionados con la actividad investigativa institucional. En el caso de “Denuncias éticas en la investigación”, se propone además",observación,5 - DIRECCION DE INVESTIGACION/OBSERVACIONES UPRIT - DIRECCIÓN DE INVESTIGACIÓN.docx,pendiente,media,False,
80,Dirección de Investigación,Menú / Navegación,5 - DIRECCION DE INVESTIGACION,incorporar el Código de Ética en Investigación correspondiente y un medio de contacto que permita vi…,"incorporar el Código de Ética en Investigación correspondiente y un medio de contacto que permita vincular directamente con el número corporativo de la Dirección de Investigación, a fin de facilitar la orientación y comunicación relacionada con aspectos éticos de la actividad investigativa. Justificación: La reincorporación de estas categorías permitirá conservar y recuperar contenidos institucionales relacionados con la investigación que se encontraban disponibles en la página web anterior, evitando que información de interés para la comunidad universitaria y usuarios externos deje de estar visible o accesible con la actualización de la página web. Asimismo, su incorporación dentro del menú “Investigación” permitirá organizar de manera integral los principales componentes de la actividad investigativa de la UPRIT, facilitando el acceso a información relacionada con publicaciones, producción científica, vinculación, repositorio y ética en investigación. De esta manera, el menú “Investigación” podrá constituirse en un espacio integral que reúna los diferentes servicios, recursos, contenidos y unidades vinculadas con la actividad investigativa de la Universidad. Estructura sugerida para el menú “INVESTIGACIÓN”: Dirección de Investigación Centros de Investigación Revista Científica UPRIT Vinculación con empresas Repositorio de publicaciones Denuncias éticas en la investigación",observación,5 - DIRECCION DE INVESTIGACION/OBSERVACIONES UPRIT - DIRECCIÓN DE INVESTIGACIÓN.docx,pendiente,media,False,
81,Enrique Boy (Ingeniería),Carrera / Programa académico,6 - ENRIQUE BOY,DESCRIPCION DE LA PAGINA WEB – INGENIERIA INDUSTRIAL (programa puede ):,DESCRIPCION DE LA PAGINA WEB – INGENIERIA INDUSTRIAL (programa puede ):,observación,6 - ENRIQUE BOY/MEJORAS - VIRTUAL.docx,pendiente,media,False,
82,Enrique Boy (Ingeniería),Carrera / Programa académico,6 - ENRIQUE BOY,"La carrera de Ingeniería Industrial en la UPRIT forma profesionales capacitados para diseñar, gestio…","La carrera de Ingeniería Industrial en la UPRIT forma profesionales capacitados para diseñar, gestionar y optimizar procesos productivos y organizacionales. El programa integra conocimientos en producción, calidad, logística, seguridad, gestión empresarial y tecnologías aplicadas, orientados a mejorar la productividad, optimizar recursos y contribuir al desarrollo sostenible de las organizaciones. - Campo laboral",observación,6 - ENRIQUE BOY/MEJORAS - VIRTUAL.docx,pendiente,media,False,
83,Enrique Boy (Ingeniería),Carrera / Programa académico,6 - ENRIQUE BOY,"La carrera de Ingeniería Industrial en la UPRIT forma profesionales capacitados para diseñar, gestio…","La carrera de Ingeniería Industrial en la UPRIT forma profesionales capacitados para diseñar, gestionar y optimizar procesos productivos y organizacionales. El programa integra conocimientos en producción, calidad, logística, seguridad, gestión empresarial y tecnologías aplicadas, orientados a mejorar la productividad, optimizar recursos y contribuir al desarrollo sostenible de las organizaciones. - Campo laboral",observación,6 - ENRIQUE BOY/mejoras.docx,pendiente,media,True,82
84,Enrique Boy (Ingeniería),Carrera / Programa académico,6 - ENRIQUE BOY,El egresado de Ingeniería Industrial podrá desempeñarse en organizaciones públicas y privadas en áre…,El egresado de Ingeniería Industrial podrá desempeñarse en organizaciones públicas y privadas en áreas como:,observación,6 - ENRIQUE BOY/MEJORAS - VIRTUAL.docx,pendiente,media,False,
85,Enrique Boy (Ingeniería),Carrera / Programa académico,6 - ENRIQUE BOY,El egresado de Ingeniería Industrial podrá desempeñarse en organizaciones públicas y privadas en áre…,El egresado de Ingeniería Industrial podrá desempeñarse en organizaciones públicas y privadas en áreas como:,observación,6 - ENRIQUE BOY/mejoras.docx,pendiente,media,True,84
86,Enrique Boy (Ingeniería),Carrera / Programa académico,6 - ENRIQUE BOY,Ingeniero de Procesos Jefe de Producción y Operaciones Especialista en Logística y Cadena de Suminis…,"Ingeniero de Procesos Jefe de Producción y Operaciones Especialista en Logística y Cadena de Suministro Especialista en Gestión de la Calidad Especialista en Seguridad y Salud en el Trabajo Analista de Planeamiento y Mejora Continua Analista de Datos para la Toma de Decisiones Gestor de Proyectos Consultor en Optimización de Procesos Emprendedor y Gestor de Negocios Industriales - La Ingeniería Industrial integra procesos, personas, tecnología y recursos para mejorar la productividad, la calidad y la eficiencia de las organizaciones. - Sí. La carrera también se ofrece en modalidad a distancia, brindando mayor flexibilidad para organizar los estudios y compatibilizarlos con otras actividades.",observación,6 - ENRIQUE BOY/MEJORAS - VIRTUAL.docx,pendiente,media,False,
87,Enrique Boy (Ingeniería),Carrera / Programa académico,6 - ENRIQUE BOY,Ingeniero de Procesos Jefe de Producción y Operaciones Especialista en Logística y Cadena de Suminis…,"Ingeniero de Procesos Jefe de Producción y Operaciones Especialista en Logística y Cadena de Suministro Especialista en Gestión de la Calidad Especialista en Seguridad y Salud en el Trabajo Analista de Planeamiento y Mejora Continua Analista de Datos para la Toma de Decisiones Gestor de Proyectos Consultor en Optimización de Procesos Emprendedor y Gestor de Negocios Industriales - La Ingeniería Industrial integra procesos, personas, tecnología y recursos para mejorar la productividad, la calidad y la eficiencia de las organizaciones. - Sí. La carrera también se ofrece en modalidad a distancia, brindando mayor flexibilidad para organizar los estudios y compatibilizarlos con otras actividades.",observación,6 - ENRIQUE BOY/mejoras.docx,pendiente,media,True,86
88,Enrique Boy (Ingeniería),General,6 - ENRIQUE BOY,CORREGIR: ¿El título es válido internacionalmente? // LAS TILDES Y CAMBIAR POR LA PREGUNTA:,CORREGIR: ¿El título es válido internacionalmente? // LAS TILDES Y CAMBIAR POR LA PREGUNTA:,observación,6 - ENRIQUE BOY/MEJORAS - VIRTUAL.docx,pendiente,media,False,
89,Enrique Boy (Ingeniería),General,6 - ENRIQUE BOY,CORREGIR: ¿El título es válido internacionalmente? // LAS TILDES Y CAMBIAR POR LA PREGUNTA:,CORREGIR: ¿El título es válido internacionalmente? // LAS TILDES Y CAMBIAR POR LA PREGUNTA:,observación,6 - ENRIQUE BOY/mejoras.docx,pendiente,media,True,88
90,Enrique Boy (Ingeniería),General,6 - ENRIQUE BOY,¿El título tiene validez internacional?,¿El título tiene validez internacional?,observación,6 - ENRIQUE BOY/MEJORAS - VIRTUAL.docx,pendiente,media,False,
91,Enrique Boy (Ingeniería),General,6 - ENRIQUE BOY,¿El título tiene validez internacional?,¿El título tiene validez internacional?,observación,6 - ENRIQUE BOY/mejoras.docx,pendiente,media,True,90
